id,identity_to_query
UniRef100_UPI001649FD05/172-426,0.364
UniRef100_A0A3Q2ZA44/172-426,0.364
UniRef100_UPI0020B3C6D9/137-391,0.356
UniRef100_UPI0028684D87/150-404,0.349
UniRef100_A0A3B4E4B7/195-445,0.410
UniRef100_UPI0018640040/195-445,0.410
UniRef100_UPI0020B26850/137-391,0.356
UniRef100_UPI0006447DF0/164-418,0.352
UniRef100_UPI000644C462/164-418,0.352
UniRef100_UPI002AD35719/224-474,0.406
UniRef100_UPI0007F8A54D/172-426,0.364
UniRef100_UPI0011EA0155/192-446,0.364
UniRef100_H9G952/221-471,0.395
UniRef100_UPI001FB594E1/172-426,0.364
UniRef100_A0A669E8R6/106-360,0.364
UniRef100_A0A669E2P3/111-365,0.364
UniRef100_UPI000644C837/164-418,0.352
UniRef100_UPI001FB68E15/172-426,0.364
UniRef100_UPI0006449093/164-418,0.352
UniRef100_UPI000462B36E/222-472,0.395
UniRef100_UPI001C418B24/199-448,0.379
UniRef100_A0A669CXV8/111-365,0.364
UniRef100_A0A7N5ZV98/150-405,0.360
UniRef100_UPI0020B3B571/137-391,0.356
UniRef100_A0A3B4TFU4/137-391,0.360
UniRef100_A0A3Q2EGF2/132-386,0.360
UniRef100_UPI001419C9FB/221-471,0.391
UniRef100_A0A8C1R7Q6/98-352,0.364
UniRef100_A0A7K9HFD4/6-260,0.360
UniRef100_A0A3Q4HKN1/124-378,0.364
UniRef100_UPI001FB6A65A/172-426,0.364
UniRef100_UPI001419C3D2/222-472,0.391
UniRef100_UPI000E455EFA/195-445,0.406
UniRef100_UPI001FB6299D/172-426,0.364
UniRef100_A0A8S4BBT2/42-296,0.356
UniRef100_A0A6P6KWJ0/154-408,0.349
UniRef100_A0A669CTR4/111-365,0.364
UniRef100_A0A3P8PKB1/124-378,0.364
UniRef100_A0A669ERZ4/110-364,0.364
UniRef100_A0A3B4YUG7/136-390,0.360
UniRef100_A0A6P6KWP8/154-408,0.349
UniRef100_A0A6P8G8T0/195-445,0.398
UniRef100_A0A8D3AM79/132-386,0.360
UniRef100_UPI002434AA94/150-404,0.356
UniRef100_UPI001BE01DB7/199-448,0.375
UniRef100_UPI0024355A1E/150-404,0.356
UniRef100_A0A3Q3IEP9/137-391,0.356
UniRef100_UPI00186440CE/195-445,0.414
UniRef100_A0A6P6KZ45/154-408,0.349
UniRef100_UPI002405F46C/137-391,0.356
UniRef100_UPI0024347D91/150-404,0.356
UniRef100_UPI0024058E2E/137-391,0.356
UniRef100_A0A669D7S3/111-365,0.364
UniRef100_A0A6F9A620/212-461,0.375
UniRef100_A0A3Q2XGA0/217-467,0.410
UniRef100_UPI002404EF8B/137-391,0.356
UniRef100_UPI0024070CCF/137-391,0.356
UniRef100_UPI002435DC1A/150-404,0.356
UniRef100_UPI0024355EF7/150-404,0.356
UniRef100_UPI00240681F5/137-391,0.356
UniRef100_UPI0024350C10/150-404,0.356
UniRef100_UPI0024066469/137-391,0.356
UniRef100_A0A668UUC4/111-365,0.364
UniRef100_UPI002277A287/150-404,0.349
UniRef100_UPI001486E8E0/222-472,0.410
UniRef100_UPI0009B4C2AE/137-391,0.356
UniRef100_UPI0024350DF8/150-404,0.356
UniRef100_UPI002434FC2F/150-404,0.356
UniRef100_UPI002542448C/132-387,0.360
UniRef100_UPI00240641D8/137-391,0.356
UniRef100_A0A3B4UWW0/222-472,0.410
UniRef100_A0A851DHR7/172-422,0.387
UniRef100_A0A1A7WJ54/172-426,0.360
UniRef100_A0A7J5XJJ0/140-394,0.368
UniRef100_A0A669D8L3/144-398,0.364
UniRef100_A0A7K8L763/129-383,0.364
UniRef100_UPI0024062BE2/137-391,0.356
UniRef100_A0A7L2F3D9/172-422,0.391
UniRef100_UPI001486B8D5/218-468,0.410
UniRef100_UPI0024050978/137-391,0.356
UniRef100_A0A669B6P4/111-365,0.364
UniRef100_UPI00254232B6/132-387,0.360
UniRef100_UPI002436098B/150-404,0.356
UniRef100_UPI0024349208/150-404,0.356
UniRef100_UPI0023EC627F/222-472,0.410
UniRef100_A0A3B5BBG2/222-472,0.410
UniRef100_UPI002FCFBD5C/149-403,0.356
UniRef100_UPI001176156E/224-474,0.414
UniRef100_A0A3B3IBV5/183-437,0.360
UniRef100_A0A8K9WQF1/199-448,0.387
UniRef100_A0A7J8AXZ9/138-392,0.360
UniRef100_UPI002404BA57/137-391,0.356
UniRef100_UPI0023EC841C/218-468,0.410
UniRef100_UPI002405B049/137-391,0.356
UniRef100_UPI00148605D7/224-474,0.410
UniRef100_A0A6P8UGM3/195-445,0.410
UniRef100_A0A6I9NM01/195-445,0.410
UniRef100_UPI002AC7F2EB/322-572,0.395
UniRef100_A0A8C1NR61/76-330,0.364
UniRef100_UPI00223E191B/139-393,0.352
UniRef100_A0A8C2BE25/120-374,0.364
UniRef100_UPI0005224CA9/5-259,0.360
UniRef100_A0A8B9H066/83-337,0.360
UniRef100_UPI00146F705C/195-445,0.410
UniRef100_A0A3P9HBY9/183-437,0.360
UniRef100_A0A3B3I5F3/183-437,0.360
UniRef100_UPI002406E7C1/137-391,0.356
UniRef100_M4ACF9/127-381,0.360
UniRef100_UPI002540E2B9/132-387,0.360
UniRef100_UPI00240577F9/137-391,0.356
UniRef100_UPI00155DE5DF/224-474,0.410
UniRef100_UPI00242DEF59/225-474,0.383
UniRef100_A0A1A8JD12/185-438,0.356
UniRef100_A0A8C2GUM9/133-387,0.364
UniRef100_UPI001FB84693/224-474,0.410
UniRef100_A0A6P6KZ40/154-408,0.349
UniRef100_A0A6P6KWN5/154-408,0.349
UniRef100_UPI0013AF289F/224-474,0.410
UniRef100_UPI00223CC2DB/139-393,0.352
UniRef100_UPI0024BE01AF/224-474,0.410
UniRef100_UPI001445C1B9/224-474,0.410
UniRef100_UPI00117C8099/224-474,0.410
UniRef100_UPI0022342E4C/172-426,0.364
UniRef100_UPI000A1C63B0/227-476,0.383
UniRef100_UPI0023ED159F/224-474,0.410
UniRef100_UPI000BBEC68D/224-474,0.410
UniRef100_UPI000C3073B3/172-426,0.364
UniRef100_UPI0011EA1A64/224-474,0.410
UniRef100_A0A9Y4JYR8/224-474,0.410
UniRef100_A0A6P6KWI6/154-408,0.349
UniRef100_UPI001A9888B0/224-474,0.410
UniRef100_UPI0025419388/132-387,0.360
UniRef100_A0A8C2G514/106-360,0.364
UniRef100_A0A9Y6JL29/137-391,0.364
UniRef100_UPI000E429488/137-391,0.364
UniRef100_UPI001A7E895E/137-391,0.364
UniRef100_A0A6P6KZ32/154-408,0.349
UniRef100_UPI001C42D7E8/196-446,0.414
UniRef100_A0A9Q1DHR6/13-268,0.360
UniRef100_UPI00240697E0/137-391,0.356
UniRef100_UPI002FD44B88/149-403,0.356
UniRef100_UPI00253F8AD3/132-387,0.360
UniRef100_UPI000CE1BCE5/183-437,0.360
UniRef100_UPI00125DA93F/224-474,0.410
UniRef100_UPI001643D040/137-391,0.364
UniRef100_A0A484CM56/224-474,0.410
UniRef100_A0A6A5DWN2/224-474,0.410
UniRef100_A0A8C5HDI5/186-436,0.402
UniRef100_A0A3Q2VLW2/137-391,0.364
UniRef100_UPI001ED84F4F/224-474,0.410
UniRef100_A0A3P9JIF8/181-431,0.402
UniRef100_A0A3Q2VNN6/137-391,0.364
UniRef100_A0A9Y3VTB3/137-391,0.364
UniRef100_UPI000E3F8BD8/137-391,0.364
UniRef100_UPI001A7EA45C/137-391,0.364
UniRef100_UPI001953198B/147-401,0.364
UniRef100_A0A3Q2VLW5/137-391,0.364
UniRef100_A0A9Y3VQ49/137-391,0.364
UniRef100_UPI000E428BCD/137-391,0.364
UniRef100_UPI001A7F0749/137-391,0.364
UniRef100_I3JQJ5/169-423,0.364
UniRef100_UPI002E12522D/227-476,0.372
UniRef100_UPI002277B283/150-404,0.349
UniRef100_UPI002278307A/150-404,0.349
UniRef100_UPI000CE28AA1/183-437,0.360
UniRef100_A0A091NQI4/43-297,0.360
UniRef100_UPI001643C882/137-391,0.364
UniRef100_A0A4W5KXB5/227-476,0.387
UniRef100_A0A3Q2WT54/137-391,0.364
UniRef100_UPI001A7E2019/137-391,0.364
UniRef100_UPI001B3ADA2B/227-477,0.410
UniRef100_UPI002FE60DBD/224-474,0.410
UniRef100_UPI001643BD24/137-391,0.364
UniRef100_I3IZI4/224-474,0.410
UniRef100_Q9HAR2-3/137-391,0.360
UniRef100_UPI003080D0CC/224-474,0.410
UniRef100_UPI002278D017/150-404,0.349
UniRef100_UPI001954A285/147-401,0.364
UniRef100_UPI000CE18691/183-437,0.360
UniRef100_A0A9Y6JH70/137-391,0.364
UniRef100_UPI000E40EAF4/137-391,0.364
UniRef100_UPI001A7E424E/137-391,0.364
UniRef100_A0A6P7XID8/137-391,0.368
UniRef100_A0A9Y6JH24/137-391,0.364
UniRef100_UPI000E4247C3/137-391,0.364
UniRef100_UPI001A7EB1CD/137-391,0.364
UniRef100_A0A7K8CTM1/172-422,0.391
UniRef100_A0A8C2HT36/121-375,0.364
UniRef100_A0A9F7R9W6/148-402,0.360
UniRef100_A0A3P9HCI8/183-437,0.360
UniRef100_UPI0018ACA5CD/144-398,0.356
UniRef100_UPI001643C211/137-391,0.364
UniRef100_A0A9Y6JHD7/137-391,0.364
UniRef100_UPI000E4213D2/137-391,0.364
UniRef100_UPI001A7EAEDC/137-391,0.364
UniRef100_UPI001643E408/137-391,0.364
UniRef100_A0A674MH01/145-395,0.410
UniRef100_UPI00223D7C7F/139-393,0.352
UniRef100_A0A3P9P2H4/142-396,0.360
UniRef100_UPI002729CCD5/172-426,0.360
UniRef100_A0A6J0SIC9/196-446,0.387
UniRef100_UPI0019534505/147-401,0.364
UniRef100_UPI0012EDCD3B/195-445,0.410
UniRef100_A0A060WTW3/227-476,0.387
UniRef100_UPI002AC85BF8/339-589,0.395
UniRef100_A0A3B4CJS9/224-474,0.410
UniRef100_UPI001863DC20/224-474,0.410
UniRef100_UPI001643A716/137-391,0.364
UniRef100_UPI002AC7E9DC/340-590,0.395
UniRef100_A0A8D0AUT2/97-351,0.360
UniRef100_A0A5J5CSF3/234-484,0.410
UniRef100_UPI0020B1C1CA/137-391,0.356
UniRef100_A0A6P7JBZ6/199-448,0.372
UniRef100_A0A8C7CBT6/199-448,0.387
UniRef100_A0A672MIZ8/177-427,0.406
UniRef100_UPI00223E2F5E/139-393,0.352
UniRef100_A0A7K6MFE3/47-301,0.360
UniRef100_UPI0007F8CE8B/164-418,0.356
UniRef100_A0A8C2GU86/132-386,0.364
UniRef100_UPI0018AD0C99/164-418,0.356
UniRef100_A0A8C2BJS4/120-374,0.364
UniRef100_UPI0018ACBD6F/164-418,0.356
UniRef100_A0A9Y3RSY1/137-391,0.364
UniRef100_UPI000E3FB8A5/137-391,0.364
UniRef100_UPI001A7ED863/137-391,0.364
UniRef100_UPI0020B234C0/137-391,0.356
UniRef100_A0A9Y6JH22/137-391,0.364
UniRef100_UPI000E407DEE/137-391,0.364
UniRef100_UPI001A7E3F91/137-391,0.364
UniRef100_A0A8C7ZBN0/193-443,0.402
UniRef100_A0A9Q1JB72/139-393,0.352
UniRef100_UPI0018ACD9C9/164-418,0.356
UniRef100_UPI002FE53393/137-391,0.364
UniRef100_UPI001643A27D/137-391,0.364
UniRef100_UPI0010565949/195-445,0.402
UniRef100_UPI001643E188/137-391,0.364
UniRef100_UPI0020B38ACE/137-391,0.356
UniRef100_UPI0005212E24/47-301,0.360
UniRef100_UPI001C4119F9/227-476,0.379
UniRef100_UPI0019533D88/147-401,0.364
UniRef100_A0A9Y6JJN9/137-391,0.364
UniRef100_UPI000E426E86/137-391,0.364
UniRef100_UPI001A7E2401/137-391,0.364
UniRef100_UPI000E464601/224-474,0.406
UniRef100_A0A8C2BGS0/133-387,0.364
UniRef100_UPI00223D9A5C/139-393,0.352
UniRef100_UPI0007F8EB20/164-418,0.356
UniRef100_A0A8C1NV77/89-343,0.364
UniRef100_A0A3B3QI67/142-396,0.356
UniRef100_A0A6P3W4P4/224-474,0.398
UniRef100_A0A671QR70/182-432,0.406
UniRef100_UPI000DF4A7AB/137-391,0.364
UniRef100_UPI001864376A/224-474,0.414
UniRef100_A0A6P6KWI1/150-404,0.349
UniRef100_UPI0020B2B302/137-391,0.356
UniRef100_UPI001BE1134F/227-476,0.375
UniRef100_A0A3B3QFP3/137-391,0.356
UniRef100_A0A6J2WT44/227-476,0.379
UniRef100_A0A6P6KWM7/154-408,0.349
UniRef100_A0A8C7Z7M3/195-445,0.402
UniRef100_A0A3P9K3L2/192-442,0.402
UniRef100_A0A8C2G9M8/133-387,0.364
UniRef100_UPI00032B2581/199-448,0.387
UniRef100_A0A7N6C4P9/111-365,0.360
UniRef100_A0A1A7XIT2/242-492,0.410
UniRef100_UPI001BE0EB8A/199-448,0.372
UniRef100_A0A3B3QIQ9/137-391,0.356
UniRef100_A0A6P6KWI0/150-404,0.349
UniRef100_A0A671QSJ1/185-435,0.406
UniRef100_A0A3B3QF74/142-396,0.356
UniRef100_A0A8C2G7N8/132-386,0.364
UniRef100_A0A6P6KZ70/154-408,0.349
UniRef100_A0AA88TTV6/162-416,0.364
UniRef100_UPI001B7EB06E/222-472,0.395
UniRef100_A0A8C2BFF3/122-376,0.364
UniRef100_A0A9F7RFG6/148-402,0.360
UniRef100_A0A6P6KZ27/154-408,0.349
UniRef100_UPI0005CBBAAB/195-445,0.402
UniRef100_A0A3P9I6P0/195-445,0.402
UniRef100_UPI0022794028/150-404,0.349
UniRef100_A0AAD9BA72/222-472,0.410
UniRef100_A0A9Q1CZ62/195-445,0.414
UniRef100_A0A3B3QI99/142-396,0.356
UniRef100_A0A673GHF2/188-438,0.406
UniRef100_UPI0018ACCDA3/139-393,0.356
UniRef100_UPI002279A6A8/150-404,0.349
UniRef100_A0A674MFW2/172-422,0.410
UniRef100_UPI001CDBCACB/144-398,0.349
UniRef100_UPI0024136A9F/144-398,0.349
UniRef100_UPI001CDC32A1/172-426,0.360
UniRef100_UPI0007F937B4/164-418,0.356
UniRef100_UPI0010160E0E/172-426,0.360
UniRef100_A0AA47M1U2/52-306,0.352
UniRef100_A0A8J1M218/143-395,0.356
UniRef100_UPI0007F923B6/164-418,0.356
UniRef100_A0A8C7UC35/227-476,0.387
UniRef100_UPI001016B71D/144-398,0.349
UniRef100_A0A852DTY5/197-447,0.391
UniRef100_UPI002FD12601/197-447,0.391
UniRef100_A0A3P9P252/172-426,0.360
UniRef100_UPI001469C7C3/224-474,0.410
UniRef100_UPI001B3AD9CD/137-391,0.368
UniRef100_UPI001CDC441C/172-426,0.360
UniRef100_A0A3P9P2Q7/172-426,0.360
UniRef100_UPI0010163202/144-398,0.349
UniRef100_A0A6P8UGM6/224-474,0.410
UniRef100_A0A6I9NT05/224-474,0.410
UniRef100_A0A3B5QF38/172-426,0.360
UniRef100_UPI0010165E2C/172-426,0.360
UniRef100_A0A6I9PRQ1/137-391,0.368
UniRef100_A0A3B3X6I9/172-426,0.360
UniRef100_A0A6J2WN69/222-472,0.410
UniRef100_UPI001016B633/144-398,0.349
UniRef100_A0A3P9P2A4/172-426,0.360
UniRef100_A0A3B5Q1R5/172-426,0.360
UniRef100_A0A7K8SDC5/172-422,0.391
UniRef100_UPI0010171743/172-426,0.360
UniRef100_UPI00146E759D/224-474,0.410
UniRef100_A0A3P9P2E1/172-426,0.360
UniRef100_A0A3B3YEM4/127-381,0.349
UniRef100_UPI0010172027/144-398,0.349
UniRef100_A0A8C3WKA0/205-459,0.368
UniRef100_A0A3Q1JJ00/133-387,0.360
UniRef100_UPI000F0A75CF/199-448,0.387
UniRef100_A0A1U7S344/195-445,0.383
UniRef100_UPI001CDC6D05/172-426,0.360
UniRef100_UPI001C41ED31/224-474,0.414
UniRef100_UPI0007F876FC/164-418,0.356
UniRef100_UPI001016028C/172-426,0.360
UniRef100_A0A3Q3AC60/123-377,0.356
UniRef100_A0A3B3X6B0/172-426,0.360
UniRef100_UPI001CDD03F5/172-426,0.360
UniRef100_UPI0004A31C5C/172-426,0.360
UniRef100_UPI000C6D985A/172-426,0.360
UniRef100_UPI001015DA72/172-426,0.360
UniRef100_UPI000C6EE657/144-398,0.349
UniRef100_UPI001CDC1F8A/144-398,0.349
UniRef100_UPI00072ED30E/172-426,0.360
UniRef100_UPI0013B4141A/164-418,0.349
UniRef100_UPI0024137DBA/164-418,0.349
UniRef100_UPI0004A3BD61/172-426,0.360
UniRef100_UPI001C2DE87A/137-391,0.364
UniRef100_A0A8J1M363/143-395,0.356
UniRef100_UPI000C6DDC7B/172-426,0.360
UniRef100_UPI001016B2BA/172-426,0.360
UniRef100_A0A673G8H0/195-445,0.406
UniRef100_UPI000C6DA556/164-418,0.349
UniRef100_UPI001016D49C/144-398,0.349
UniRef100_UPI001CDCFCEF/144-398,0.349
UniRef100_UPI000CDFEC90/199-448,0.387
UniRef100_UPI00072DE520/172-426,0.360
UniRef100_A0A8C1NMQ5/89-343,0.364
UniRef100_UPI001CDD1D62/172-426,0.360
UniRef100_UPI0004A4E62D/172-426,0.360
UniRef100_UPI001015D21F/144-398,0.349
UniRef100_UPI0028687C1A/195-445,0.406
UniRef100_UPI000C6E8F86/172-426,0.360
UniRef100_UPI001016BA13/172-426,0.360
UniRef100_UPI0013B3F8EA/164-418,0.349
UniRef100_UPI001C2CFA05/137-391,0.364
UniRef100_A0A8C2GBB3/136-390,0.364
UniRef100_A0A6J0SM34/221-471,0.387
UniRef100_A0A6P6JF33/195-445,0.406
UniRef100_UPI001C2CE0DE/137-391,0.364
UniRef100_A0A8C1R7R5/98-352,0.364
UniRef100_UPI0013B35938/164-418,0.349
UniRef100_UPI0024137DC6/164-418,0.349
UniRef100_A0A6J2WQ54/224-474,0.410
UniRef100_A0A6J0SEM7/222-472,0.387
UniRef100_A0A8C1NNW5/87-341,0.364
UniRef100_UPI001C2D27DD/137-391,0.364
UniRef100_A0A8C1NPA7/96-350,0.364
UniRef100_A0A7K7KH19/210-460,0.391
UniRef100_UPI0006D92B81/144-398,0.349
UniRef100_UPI0010168E26/144-398,0.349
UniRef100_UPI002FCD3CFB/137-391,0.356
UniRef100_UPI0015FA51D3/199-448,0.383
UniRef100_UPI000C6DC195/164-418,0.349
UniRef100_UPI0018E1E333/144-398,0.352
UniRef100_UPI001C2D1AA9/137-391,0.364
UniRef100_UPI001CDBAB4F/139-393,0.349
UniRef100_UPI001016389C/144-398,0.349
UniRef100_UPI001CDBACF1/144-398,0.349
UniRef100_A0A8C1NPK3/74-328,0.364
UniRef100_UPI0010160A06/144-398,0.349
UniRef100_UPI00072E7E2C/172-426,0.360
UniRef100_UPI001C2DE987/137-391,0.364
UniRef100_UPI001CDCE7E4/172-426,0.360
UniRef100_A0A3P9P1W1/172-426,0.360
UniRef100_A0A8C1NR94/76-330,0.364
UniRef100_UPI0004A261A6/172-426,0.360
UniRef100_A0A3Q1ECV7/172-426,0.364
UniRef100_UPI001890F0BC/199-448,0.379
UniRef100_A0A672NXL5/120-374,0.364
UniRef100_A0A3B5QZM7/172-426,0.360
UniRef100_UPI00112B7E1C/137-391,0.364
UniRef100_UPI00101665AC/172-426,0.360
UniRef100_UPI00072E1ABB/172-426,0.360
UniRef100_UPI000C6CDEBF/164-418,0.349
UniRef100_UPI002234E8E1/172-426,0.364
UniRef100_UPI0013B3739E/164-418,0.349
UniRef100_A0A9Y4MX85/185-439,0.364
UniRef100_UPI001015D1BD/172-426,0.360
UniRef100_UPI000C31055B/172-426,0.364
UniRef100_A0A3Q1ECS6/172-426,0.364
UniRef100_UPI0022348A67/172-426,0.364
UniRef100_UPI0010161C8D/144-398,0.349
UniRef100_UPI001CDC1D88/144-398,0.349
UniRef100_A0A3Q1GZ78/172-426,0.364
UniRef100_UPI000C319BA6/172-426,0.364
UniRef100_UPI001016F758/144-398,0.349
UniRef100_UPI001CDD0C9C/144-398,0.349
UniRef100_A0A8C4IIQ2/111-365,0.360
UniRef100_UPI0012ECC2F1/224-474,0.410
UniRef100_UPI002234769B/172-426,0.364
UniRef100_A0A2D0RRB1/148-402,0.360
UniRef100_UPI00234FE139/148-402,0.360
UniRef100_A0A8C2GU73/133-387,0.364
UniRef100_A0A8C3YGY1/205-459,0.368
UniRef100_UPI000CE21F31/183-437,0.360
UniRef100_A0A8C4NZK5/111-365,0.360
UniRef100_UPI00072E4E69/172-426,0.360
UniRef100_A0A3Q1ECX3/172-426,0.364
UniRef100_UPI000C31389C/172-426,0.364
UniRef100_UPI002413322C/164-418,0.349
UniRef100_UPI00072E8F0C/172-426,0.360
UniRef100_UPI001CDD6B2F/171-425,0.360
UniRef100_UPI001CDC982C/172-426,0.360
UniRef100_UPI001CDB4D99/172-426,0.360
UniRef100_UPI0004A45223/172-426,0.360
UniRef100_UPI0004A2951F/172-426,0.360
UniRef100_A0A3P9HC42/183-437,0.360
UniRef100_UPI000C6C89E0/164-418,0.349
UniRef100_UPI000C6E95DB/164-418,0.349
UniRef100_UPI001CDB513E/139-393,0.349
UniRef100_UPI0024131F56/139-393,0.349
UniRef100_A0A3B3I3H3/183-437,0.360
UniRef100_UPI0006D93CFC/172-426,0.360
UniRef100_UPI000C6EF8B0/172-426,0.360
UniRef100_A0A8C7CDP3/227-476,0.387
UniRef100_UPI00101674F8/172-426,0.360
UniRef100_UPI001016BD67/172-426,0.360
UniRef100_A0A3Q1BY11/172-426,0.364
UniRef100_A0A9Y4MTI3/185-439,0.364
UniRef100_UPI000742619E/164-418,0.352
UniRef100_UPI002234E9AF/172-426,0.364
UniRef100_A0A3B5ATI7/185-439,0.364
UniRef100_A0A9Y4MPR2/185-439,0.364
UniRef100_UPI0018E1DBBD/164-418,0.352
UniRef100_UPI001C2D803B/137-391,0.364
UniRef100_A0A3Q1AHL5/172-426,0.364
UniRef100_UPI0022348FF0/172-426,0.364
UniRef100_UPI000C6EECC1/164-418,0.349
UniRef100_A0A7L4DIV9/162-412,0.387
UniRef100_UPI0007AD2F41/90-345,0.364
UniRef100_UPI001C2CFE06/137-391,0.364
UniRef100_A0A6P7JBU8/227-476,0.372
UniRef100_A0A9Y4JFC5/185-439,0.364
UniRef100_UPI001CDBCD26/144-398,0.349
UniRef100_UPI0015516348/117-371,0.360
UniRef100_A0AAD3MH39/64-318,0.368
UniRef100_A0A3Q1AIS8/172-426,0.364
UniRef100_UPI000C6CFE84/164-418,0.349
UniRef100_UPI002413C6BD/164-418,0.349
UniRef100_A0A8C1FMW3/122-376,0.364
UniRef100_A0A3B3UTP6/111-365,0.360
UniRef100_UPI000742976F/164-418,0.352
UniRef100_UPI0007427C76/164-418,0.352
UniRef100_A0A9F7RBQ2/148-402,0.360
UniRef100_UPI002234B6FE/172-426,0.364
UniRef100_A0A3Q1C3B8/172-426,0.364
UniRef100_UPI000C6E38CB/164-418,0.349
UniRef100_UPI001016BA02/144-398,0.349
UniRef100_UPI001CDCF4FF/144-398,0.349
UniRef100_UPI0024139AB8/164-418,0.349
UniRef100_A0A7K7CNZ7/172-422,0.395
UniRef100_A0A3B5ATH0/185-439,0.364
UniRef100_UPI000C6EC547/164-418,0.349
UniRef100_UPI001055BA9A/224-474,0.402
UniRef100_UPI000CE28CA7/183-437,0.360
UniRef100_UPI0007429EC0/164-418,0.352
UniRef100_A0A8C6YZ68/149-403,0.360
UniRef100_A0A8U1ETH3/199-448,0.387
UniRef100_A0A9Y4JN39/185-439,0.364
UniRef100_UPI000CE2127D/183-437,0.360
UniRef100_A0A3B3YE39/139-393,0.349
UniRef100_A0A8C1I3D4/120-374,0.364
UniRef100_UPI00254B699D/195-445,0.395
UniRef100_A0A6P6KWM0/150-404,0.349
UniRef100_UPI0007425DB2/164-418,0.352
UniRef100_A0AA97KN28/218-468,0.391
UniRef100_A0A4U5U1U0/113-367,0.360
UniRef100_UPI000CE19F9C/183-437,0.360
UniRef100_UPI0018E237C6/172-426,0.360
UniRef100_UPI000742BBF1/172-426,0.360
UniRef100_UPI00189AC1A6/86-340,0.356
UniRef100_UPI002410EDFE/172-426,0.364
UniRef100_UPI0018E24068/164-418,0.352
UniRef100_A0A672NY97/137-391,0.364
UniRef100_A0AA97LKY0/218-468,0.391
UniRef100_A0A8C2BJK7/120-374,0.364
UniRef100_A0A8C4NZF6/119-373,0.360
UniRef100_A0A6P6KWH2/154-408,0.349
UniRef100_A0A6P6KWH6/154-408,0.349
UniRef100_UPI002413726E/164-418,0.349
UniRef100_A0A7K4QAN4/218-468,0.391
UniRef100_UPI0007428C5D/164-418,0.352
UniRef100_A0A8C1I363/133-387,0.364
UniRef100_UPI000CE1B4AA/183-437,0.360
UniRef100_A0A6P6KWL5/154-408,0.349
UniRef100_A0A3Q2DEC3/172-426,0.360
UniRef100_A0A6P6KZ59/150-404,0.349
UniRef100_A0A6P6KWH4/150-404,0.349
UniRef100_A0AA97KNY0/222-472,0.391
UniRef100_A0AA97KPT5/224-474,0.391
UniRef100_UPI000C6DEEE7/164-418,0.349
UniRef100_UPI002413C44D/164-418,0.349
UniRef100_A0A8C7ZBQ7/224-474,0.402
UniRef100_UPI0024BDB240/224-474,0.414
UniRef100_A0A6P6KZ18/154-408,0.349
UniRef100_A0A6P6KZ64/154-408,0.349
UniRef100_A0AA97KP27/223-473,0.391
UniRef100_UPI00032B1FC8/227-476,0.387
UniRef100_UPI0007424F84/164-418,0.352
UniRef100_A0A671Y2D8/124-378,0.360
UniRef100_UPI0022793E37/150-404,0.349
UniRef100_A0A6P6KWG9/154-408,0.349
UniRef100_UPI002279A626/150-404,0.349
UniRef100_UPI001B3B066E/172-426,0.360
UniRef100_UPI001BE054A9/227-476,0.372
UniRef100_UPI0018E20779/172-426,0.360
UniRef100_UPI000742833B/172-426,0.360
UniRef100_UPI0018E22D10/172-426,0.360
UniRef100_UPI000742A9C1/172-426,0.360
UniRef100_UPI002738DCA1/222-472,0.391
UniRef100_UPI0018E24D52/172-426,0.360
UniRef100_UPI0018E21F45/172-426,0.360
UniRef100_A0A3Q3IQ30/137-391,0.356
UniRef100_UPI000742AD6F/172-426,0.360
UniRef100_UPI002FD551E9/139-393,0.364
UniRef100_UPI001472026B/169-423,0.360
UniRef100_UPI0009B3F6D2/137-391,0.356
UniRef100_UPI00165AAACA/172-426,0.360
UniRef100_UPI0018E201C8/164-418,0.352
UniRef100_UPI00074286DB/164-418,0.352
UniRef100_UPI0018E24CB2/139-393,0.352
UniRef100_UPI0022774683/150-404,0.349
UniRef100_A0A674P247/195-445,0.410
UniRef100_UPI0025444360/195-445,0.410
UniRef100_A0A8C2BHP2/133-387,0.364
UniRef100_A0A3P9K3F8/224-474,0.402
UniRef100_UPI002ADFE4AF/135-389,0.356
UniRef100_UPI00227938BA/150-404,0.349
UniRef100_UPI00074264D2/164-418,0.352
UniRef100_UPI002A5AB37E/224-474,0.414
UniRef100_UPI0007425B28/164-418,0.352
UniRef100_UPI0018E26F5C/172-426,0.360
UniRef100_UPI000742A139/172-426,0.360
UniRef100_A0A8D3ALP1/132-386,0.360
UniRef100_A0A3B3B4W4/193-443,0.406
UniRef100_UPI0018E25E19/172-426,0.360
UniRef100_A0A3Q2EFU9/172-426,0.360
UniRef100_UPI002AE06046/135-389,0.356
UniRef100_A0A8C6YX25/149-403,0.360
UniRef100_UPI0018AD0538/139-393,0.356
UniRef100_UPI00165C19AB/172-426,0.360
UniRef100_A0A3Q3Q200/137-391,0.356
UniRef100_A0A8C1FNJ2/149-403,0.364
UniRef100_A0A2I4AXU0/172-426,0.360
UniRef100_UPI0007425BBB/164-418,0.352
UniRef100_A0A2I4AXW5/172-426,0.360
UniRef100_UPI0018ACA02D/144-398,0.356
UniRef100_A0A8C3NQN6/195-445,0.391
UniRef100_UPI000742ACCC/164-418,0.352
UniRef100_UPI00072DD1E5/164-418,0.349
UniRef100_A0A8D3EB31/108-362,0.360
